profile,system_key,configuration,source,termination_reason,heel_reached,mawp_exceeded,results_truncated_at_mawp,simulation_duration_days,voyage_simulation_duration_days,time_to_min_heel_days,elapsed_time_to_min_heel_days,voyage_time_to_min_heel_days,time_to_mawp_days,final_fill_pct,max_pressure_bar,pressure_at_termination_bar,pressure_margin_to_mawp_bar,total_bog_removed_kg,bog_used_as_fuel_kg,bog_excess_kg,bog_removed_lng_kg,bog_removed_conventional_kg,conventional_operation_days,requested_fuel_kg,fuel_supplied_kg,lng_supply_shortfall_kg,unserved_fuel_kg,pump_energy_kWh,compressor_energy_kWh,mechanical_energy_kWh,specific_mechanical_energy_kWh_per_t,pbu_thermal_energy_kWh,startup_pbu_thermal_energy_kWh,operational_pbu_thermal_energy_kWh,evaporator_evaporation_energy_kWh,evaporator_internal_superheat_energy_kWh,evaporator_thermal_energy_kWh,superheater_thermal_energy_kWh,total_process_thermal_energy_kWh,startup_time_days,pressure_recovery_time_days,pbu_pressurization_time_days,bog_balance_error_kg,planned_voyage_duration_days,completed_planned_window
LNG,Pump,FGSS 2 (Pump),simulation,profile_end,False,False,False,6.0,6.0,,,,,7.255386512079015,4.328250611629865,4.328250611629865,3.771749388370135,0.0,0.0,0.0,0.0,0.0,0.0,241463.2541061499,241463.2541061499,0.0,0.0,90.53032526250324,0.0,90.53032526250324,0.3749238185231494,0.0,0.0,0.0,34621.58769131213,18441.58689048606,53063.17458179819,6276.511147776337,59339.68572957452,0.0,0.0,0.0,0.0,6.0,True
