time_s,day,pressure_bar,fill_pct,liquid_flow_kg_per_h,vapor_flow_kg_per_h,bog_excess_kg
0.0,0.0,1.0,90.0,-0.0,-0.0,0.0
10.0,0.00011574074074074075,1.005144237724638,89.99904066939499,1174.3856691264,0.0,0.0
20.0,0.0002314814814814815,1.010084795173214,89.99808097677233,1174.3856691264,0.0,0.0
30.0,0.00034722222222222224,1.0149938511033822,89.99712139687497,1174.3856691264,0.0,0.0
40.0,0.000462962962962963,1.0198710318503663,89.99616193235732,1174.3856691264,0.0,0.0
50.0,0.0005787037037037037,1.024716019164049,89.99520258555033,1174.3856691264,0.0,0.0
60.0,0.0006944444444444445,1.029528540849284,89.99424335852049,1174.3856691264,0.0,0.0
70.0,0.0008101851851851852,1.034308363777943,89.99328425311268,1174.3856691264,0.0,0.0
80.0,0.000925925925925926,1.0390552885020135,89.99232527098154,1174.3856691264,0.0,0.0
90.0,0.0010416666666666667,1.0437691449934712,89.99136641361737,1174.3856691264,0.0,0.0
100.0,0.0011574074074074073,1.0484497892034617,89.99040768236499,1174.3856691264,0.0,0.0
110.0,0.0012731481481481483,1.0530971002348173,89.98944907844094,1174.3856691264,0.0,0.0
120.0,0.001388888888888889,1.0577109779835085,89.98849060294576,1174.3856691264,0.0,0.0
130.0,0.0015046296296296296,1.062291341146697,89.98753225687571,1174.3856691264,0.0,0.0
140.0,0.0016203703703703703,1.0668381255214057,89.98657404113153,1174.3856691264,0.0,0.0
150.0,0.001736111111111111,1.0713512825375977,89.98561595652687,1174.3856691264,0.0,0.0
160.0,0.001851851851851852,1.0758307779821663,89.98465800379456,1174.3856691264,0.0,0.0
170.0,0.0019675925925925924,1.080276590880775,89.98370018359367,1174.3856691264,0.0,0.0
180.0,0.0020833333333333333,1.0846887125105957,89.98274249651334,1174.3856691264,0.0,0.0
190.0,0.002199074074074074,1.08906714552365,89.9817849430782,1174.3856691264,0.0,0.0
200.0,0.0023148148148148147,1.093411903163475,89.98082752375257,1174.3856691264,0.0,0.0
210.0,0.0024305555555555556,1.0977230085613763,89.97987023894376,1174.3856691264,0.0,0.0
220.0,0.0025462962962962965,1.1020004941012405,89.97891308900589,1174.3856691264,0.0,0.0
230.0,0.002662037037037037,1.106244400843254,89.97795607424224,1174.3856691264,0.0,0.0
240.0,0.002777777777777778,1.1104547779990355,89.9769991949081,1174.3856691264,0.0,0.0
250.0,0.0028935185185185184,1.1146316824517422,89.97604245121433,1174.3856691264,0.0,0.0
260.0,0.0030092592592592593,1.1187751783150128,89.97508584332769,1174.3856691264,0.0,0.0
270.0,0.003125,1.1228853365271505,89.97412937137506,1174.3856691264,0.0,0.0
280.0,0.0032407407407407406,1.1269622344754535,89.97317303544396,1174.3856691264,0.0,0.0
290.0,0.0033564814814814816,1.1310059556480612,89.97221683558482,1174.3856691264,0.0,0.0
300.0,0.003472222222222222,1.1350165893100297,89.97126077181254,1174.3856691264,0.0,0.0
310.0,0.003587962962962963,1.1389942302012637,89.97030484410848,1174.3856691264,0.0,0.0
320.0,0.003703703703703704,1.1429389782538626,89.96934905242145,1174.3856691264,0.0,0.0
330.0,0.0038194444444444443,1.1468509383272254,89.96839339666911,1174.3856691264,0.0,0.0
340.0,0.003935185185185185,1.1507302199592202,89.96743787674018,1174.3856691264,0.0,0.0
350.0,0.004050925925925926,1.1545769371315535,89.96648249249442,1174.3856691264,0.0,0.0
360.0,0.004166666666666667,1.158391208048568,89.96552724376416,1174.3856691264,0.0,0.0
370.0,0.0042824074074074075,1.1621731549281706,89.96457213035615,1174.3856691264,0.0,0.0
380.0,0.004398148148148148,1.1659229038035168,89.96361715205155,1174.3856691264,0.0,0.0
390.0,0.0045138888888888885,1.1696405843351316,89.96266230860776,1174.3856691264,0.0,0.0
400.0,0.004629629629629629,1.173326329632174,89.96170759975885,1174.3856691264,0.0,0.0
410.0,0.00474537037037037,1.1769802760824868,89.960753025217,1174.3856691264,0.0,0.0
420.0,0.004861111111111111,1.180602563190474,89.95979858467285,1174.3856691264,0.0,0.0
430.0,0.004976851851851852,1.1841933334224746,89.95884427779643,1174.3856691264,0.0,0.0
440.0,0.005092592592592593,1.187752732059089,89.95789010423819,1174.3856691264,0.0,0.0
450.0,0.005208333333333333,1.1912809070538202,89.95693606362957,1174.3856691264,0.0,0.0
460.0,0.005324074074074074,1.194778008897866,89.95598215558414,1174.3856691264,0.0,0.0
470.0,0.005439814814814815,1.1982441904902903,89.95502837969734,1174.3856691264,0.0,0.0
480.0,0.005555555555555556,1.2016796070138136,89.95407473554832,1174.3856691264,0.0,0.0
490.0,0.005671296296296297,1.2050844158153369,89.95312122270018,1174.3856691264,0.0,0.0
500.0,0.005787037037037037,1.2084587762911183,89.95216784070014,1174.3856691264,0.0,0.0
510.0,0.005902777777777778,1.211802849776494,89.95121458908059,1174.3856691264,0.0,0.0
520.0,0.0060185185185185185,1.2151167994397523,89.95026146735974,1174.3856691264,0.0,0.0
530.0,0.0061342592592592594,1.218400790179878,89.94930847504209,1174.3856691264,0.0,0.0
540.0,0.00625,1.2216549884481553,89.94835561161936,1174.3856691264,0.0,0.0
550.0,0.00636574074074074,1.2248795622032966,89.9474028765715,1174.3856691264,0.0,0.0
560.0,0.006481481481481481,1.2280746809643883,89.94645026936487,1174.3856691264,0.0,0.0
570.0,0.006597222222222222,1.2312405156079202,89.94549778945404,1174.3856691264,0.0,0.0
580.0,0.006712962962962963,1.2343772382826796,89.94454543628294,1174.3856691264,0.0,0.0
590.0,0.006828703703703704,1.2374850223273186,89.94359320928456,1174.3856691264,0.0,0.0
600.0,0.006944444444444444,1.240564042190934,89.9426411078818,1174.3856691264,0.0,0.0
610.0,0.007060185185185185,1.243614473356229,89.94168913148765,1174.3856691264,0.0,0.0
620.0,0.007175925925925926,1.2466364922653181,89.94073727950584,1174.3856691264,0.0,0.0
630.0,0.007291666666666667,1.249630276247953,89.93978555133111,1174.3856691264,0.0,0.0
640.0,0.007407407407407408,1.2525960034521746,89.93883394634989,1174.3856691264,0.0,0.0
650.0,0.007523148148148148,1.2555338527771658,89.93788246394031,1174.3856691264,0.0,0.0
660.0,0.007638888888888889,1.2584440038083635,89.93693110347289,1174.3856691264,0.0,0.0
670.0,0.0077546296296296295,1.2613266367546296,89.93597986431055,1174.3856691264,0.0,0.0
680.0,0.00787037037037037,1.2641819323875148,89.93502874580932,1174.3856691264,0.0,0.0
690.0,0.00798611111111111,1.2670100719824775,89.9340777473187,1174.3856691264,0.0,0.0
700.0,0.008101851851851851,1.2698112372619417,89.93312686818189,1174.3856691264,0.0,0.0
710.0,0.008217592592592592,1.2725856103401358,89.93217610773566,1174.3856691264,0.0,0.0
720.0,0.008333333333333333,1.2753333736699557,89.93122546531168,1174.3856691264,0.0,0.0
730.0,0.008449074074074074,1.2780547099912085,89.9302749402361,1174.3856691264,0.0,0.0
740.0,0.008564814814814815,1.2807498022806914,89.92932453182993,1174.3856691264,0.0,0.0
750.0,0.008680555555555556,1.2834188337037904,89.92837423940925,1174.3856691264,0.0,0.0
760.0,0.008796296296296297,1.2860619875677897,89.9274240622861,1174.3856691264,0.0,0.0
770.0,0.008912037037037038,1.2886794472764191,89.92647399976802,1174.3856691264,0.0,0.0
780.0,0.009027777777777777,1.2912713962860236,89.92552405115852,1174.3856691264,0.0,0.0
790.0,0.009143518518518518,1.2938380180632636,89.92457421575817,1174.3856691264,0.0,0.0
800.0,0.009259259259259259,1.29637949604376,89.92362449286333,1174.3856691264,0.0,0.0
810.0,0.009375,1.298896013592527,89.9226748817675,1174.3856691264,0.0,0.0
820.0,0.00949074074074074,1.3013877539654721,89.92172538176146,1174.3856691264,0.0,0.0
830.0,0.009606481481481481,1.3038549002721118,89.92077599213304,1174.3856691264,0.0,0.0
840.0,0.009722222222222222,1.3062976354396818,89.91982671216807,1174.3856691264,0.0,0.0
850.0,0.009837962962962963,1.308716142178129,89.91887754114963,1174.3856691264,0.0,0.0
860.0,0.009953703703703704,1.3111106029465445,89.91792847835877,1174.3856691264,0.0,0.0
870.0,0.010069444444444445,1.313481199920718,89.91697952307564,1174.3856691264,0.0,0.0
880.0,0.010185185185185186,1.3158281149614026,89.91603067457798,1174.3856691264,0.0,0.0
890.0,0.010300925925925925,1.3181515295840207,89.91508193214229,1174.3856691264,0.0,0.0
900.0,0.010416666666666666,1.320451624929283,89.91413329504402,1174.3856691264,0.0,0.0
910.0,0.010532407407407407,1.3227285817347203,89.91318476255753,1174.3856691264,0.0,0.0
920.0,0.010648148148148148,1.3249825803072737,89.9122363339563,1174.3856691264,0.0,0.0
930.0,0.010763888888888889,1.3272138004969203,89.9112880085138,1174.3856691264,0.0,0.0
940.0,0.01087962962962963,1.3294224216708055,89.91033978550196,1174.3856691264,0.0,0.0
950.0,0.01099537037037037,1.3316086226888502,89.90939166419302,1174.3856691264,0.0,0.0
960.0,0.011111111111111112,1.3337725818798918,89.9084436438593,1174.3856691264,0.0,0.0
970.0,0.011226851851851852,1.3359144770186062,89.90749572377268,1174.3856691264,0.0,0.0
980.0,0.011342592592592593,1.338034485303492,89.90654790320541,1174.3856691264,0.0,0.0
990.0,0.011458333333333333,1.3401327833355228,89.9056001814301,1174.3856691264,0.0,0.0
1000.0,0.011574074074074073,1.3422095470975524,89.90465255771964,1174.3856691264,0.0,0.0
1010.0,0.011689814814814814,1.344264951934691,89.9037050313481,1174.3856691264,0.0,0.0
1020.0,0.011805555555555555,1.346299172534925,89.90275760158897,1174.3856691264,0.0,0.0
1030.0,0.011921296296296296,1.3483123829113128,89.90181026771812,1174.3856691264,0.0,0.0
1040.0,0.012037037037037037,1.3503047563840158,89.90086302901193,1174.3856691264,0.0,0.0
1050.0,0.012152777777777778,1.3522764655633712,89.89991588474727,1174.3856691264,0.0,0.0
1060.0,0.012268518518518519,1.354227682333878,89.89896883420296,1174.3856691264,0.0,0.0
1070.0,0.01238425925925926,1.3561585777439622,89.89802187665991,1174.3856691264,0.0,0.0
1080.0,0.0125,1.3580693221552378,89.89707501139989,1174.3856691264,0.0,0.0
1090.0,0.012615740740740742,1.3599600851864664,89.89612823770598,1174.3856691264,0.0,0.0
1100.0,0.01273148148148148,1.3618310356716579,89.89518155486242,1174.3856691264,0.0,0.0
1110.0,0.012847222222222222,1.3636823416471746,89.89423496215609,1174.3856691264,0.0,0.0
1120.0,0.012962962962962963,1.3655141703388762,89.89328845887502,1174.3856691264,0.0,0.0
1130.0,0.013078703703703703,1.3673266881503001,89.89234204430964,1174.3856691264,0.0,0.0
1140.0,0.013194444444444444,1.369120060651081,89.89139571775226,1174.3856691264,0.0,0.0
1150.0,0.013310185185185185,1.3708944525660063,89.8904494784972,1174.3856691264,0.0,0.0
1160.0,0.013425925925925926,1.3726500277647393,89.88950332584167,1174.3856691264,0.0,0.0
1170.0,0.013541666666666667,1.3743869492516023,89.88855725908437,1174.3856691264,0.0,0.0
1180.0,0.013657407407407408,1.376105379156437,89.88761127752709,1174.3856691264,0.0,0.0
1190.0,0.013773148148148149,1.3778054787253549,89.88666538047329,1174.3856691264,0.0,0.0
1200.0,0.013888888888888888,1.3794874083125388,89.88571956722991,1174.3856691264,0.0,0.0
1210.0,0.014004629629629629,1.381151327371944,89.88477383710594,1174.3856691264,0.0,0.0
1220.0,0.01412037037037037,1.382797394449833,89.88382818941334,1174.3856691264,0.0,0.0
1230.0,0.01423611111111111,1.384425767177462,89.88288262346637,1174.3856691264,0.0,0.0
1240.0,0.014351851851851852,1.3860366022644497,89.88193713858243,1174.3856691264,0.0,0.0
1250.0,0.014467592592592593,1.3876300554924546,89.88099173408224,1174.3856691264,0.0,0.0
1260.0,0.014583333333333334,1.389206281708997,89.88004640928884,1174.3856691264,0.0,0.0
1270.0,0.014699074074074074,1.3907654348220233,89.87910116352832,1174.3856691264,0.0,0.0
1280.0,0.014814814814814815,1.3923076677946633,89.87815599612978,1174.3856691264,0.0,0.0
1290.0,0.014930555555555556,1.3938331326405295,89.87721090642613,1174.3856691264,0.0,0.0
1300.0,0.015046296296296295,1.3953419804189349,89.87626589375249,1174.3856691264,0.0,0.0
1310.0,0.015162037037037036,1.3968343612309888,89.87532095744766,1174.3856691264,0.0,0.0
1320.0,0.015277777777777777,1.3983104242157145,89.87437609685367,1174.3856691264,0.0,0.0
1330.0,0.015393518518518518,1.3997703175465803,89.87343131131598,1174.3856691264,0.0,0.0
1340.0,0.015509259259259259,1.4012141884281868,89.8724866001827,1174.3856691264,0.0,0.0
1350.0,0.015625,1.4026421830936868,89.87154196280616,1174.3856691264,0.0,0.0
1360.0,0.01574074074074074,1.404054446801994,89.87059739854178,1174.3856691264,0.0,0.0
1370.0,0.015856481481481482,1.4054511238355594,89.86965290674819,1174.3856691264,0.0,0.0
1380.0,0.01597222222222222,1.406832357498417,89.86870848678767,1174.3856691264,0.0,0.0
1390.0,0.016087962962962964,1.4081982901145096,89.86776413802619,1174.3856691264,0.0,0.0
1400.0,0.016203703703703703,1.4095490630261163,89.86681985983294,1174.3856691264,0.0,0.0
1410.0,0.016319444444444445,1.4108848165927985,89.86587565158098,1174.3856691264,0.0,0.0
1420.0,0.016435185185185185,1.4122056901903415,89.86493151264663,1174.3856691264,0.0,0.0
1430.0,0.016550925925925927,1.4135118222101617,89.86398744241005,1174.3856691264,0.0,0.0
1440.0,0.016666666666666666,1.4148033500588577,89.86304344025534,1174.3856691264,0.0,0.0
1450.0,0.01678240740740741,1.4160804101578068,89.86209950556953,1174.3856691264,0.0,0.0
1460.0,0.016898148148148148,1.4173431379433823,89.86115563774388,1174.3856691264,0.0,0.0
1470.0,0.017013888888888887,1.4185916678671193,89.86021183617352,1174.3856691264,0.0,0.0
1480.0,0.01712962962962963,1.4198261333959326,89.8592681002565,1174.3856691264,0.0,0.0
1490.0,0.01724537037037037,1.421046667013112,89.85832442939568,1174.3856691264,0.0,0.0
1500.0,0.017361111111111112,1.4222534002187406,89.85738082299667,1174.3856691264,0.0,0.0
1510.0,0.01747685185185185,1.4234464635310569,89.8564372804696,1174.3856691264,0.0,0.0
1520.0,0.017592592592592594,1.4246259864874429,89.85549380122805,1174.3856691264,0.0,0.0
1530.0,0.017708333333333333,1.4257920976458756,89.85455038468945,1174.3856691264,0.0,0.0
1540.0,0.017824074074074076,1.4269449245864596,89.85360703027496,1174.3856691264,0.0,0.0
1550.0,0.017939814814814815,1.4280845939132356,89.85266373740994,1174.3856691264,0.0,0.0
1560.0,0.018055555555555554,1.4292112312558682,89.85172050552296,1174.3856691264,0.0,0.0
1570.0,0.018171296296296297,1.4303249612719515,89.85077733404714,1174.3856691264,0.0,0.0
1580.0,0.018287037037037036,1.4314259076489333,89.8498342224187,1174.3856691264,0.0,0.0
1590.0,0.01840277777777778,1.4325141931067003,89.84889117007845,1174.3856691264,0.0,0.0
1600.0,0.018518518518518517,1.433589939333477,89.84794817647133,1174.3856691264,0.0,0.0
1610.0,0.01863425925925926,1.434653267112213,89.84700524104557,1174.3856691264,0.0,0.0
1620.0,0.01875,1.4357042962772975,89.84606236325374,1174.3856691264,0.0,0.0
1630.0,0.018865740740740742,1.4367431457059383,89.84511954255117,1174.3856691264,0.0,0.0
1640.0,0.01898148148148148,1.4377699333214533,89.8441767783975,1174.3856691264,0.0,0.0
1650.0,0.019097222222222224,1.4387847760964327,89.84323407025676,1174.3856691264,0.0,0.0
1660.0,0.019212962962962963,1.439787790055803,89.84229141759651,1174.3856691264,0.0,0.0
1670.0,0.019328703703703702,1.4407790902801003,89.84134881988744,1174.3856691264,0.0,0.0
1680.0,0.019444444444444445,1.4417587909092637,89.84040627660511,1174.3856691264,0.0,0.0
1690.0,0.019560185185185184,1.4427270051459706,89.83946378722875,1174.3856691264,0.0,0.0
1700.0,0.019675925925925927,1.4436838452592284,89.83852135124091,1174.3856691264,0.0,0.0
1710.0,0.019791666666666666,1.4446294225883394,89.83757896812855,1174.3856691264,0.0,0.0
1720.0,0.01990740740740741,1.4455638475465638,89.8366366373821,1174.3856691264,0.0,0.0
1730.0,0.020023148148148148,1.4464872296251692,89.83569435849604,1174.3856691264,0.0,0.0
1740.0,0.02013888888888889,1.447399677397413,89.83475213096872,1174.3856691264,0.0,0.0
1750.0,0.02025462962962963,1.4483012985225672,89.83380995430191,1174.3856691264,0.0,0.0
1760.0,0.020370370370370372,1.4491921997502624,89.83286782800177,1174.3856691264,0.0,0.0
1770.0,0.02048611111111111,1.4500724869245816,89.83192575157794,1174.3856691264,0.0,0.0
1780.0,0.02060185185185185,1.4509422649884518,89.83098372454393,1174.3856691264,0.0,0.0
1790.0,0.020717592592592593,1.4518016379879977,89.8300417464169,1174.3856691264,0.0,0.0
1800.0,0.020833333333333332,1.4526507090770708,89.82909981671804,1174.3856691264,0.0,0.0
1810.0,0.020949074074074075,1.4534895805216281,89.82815793497193,1174.3856691264,0.0,0.0
1820.0,0.021064814814814814,1.4543183537045234,89.8272161007075,1174.3856691264,0.0,0.0
1830.0,0.021180555555555557,1.4551371291298634,89.8262743134567,1174.3856691264,0.0,0.0
1840.0,0.021296296296296296,1.4559460064279675,89.82533257275593,1174.3856691264,0.0,0.0
1850.0,0.02141203703703704,1.4567450843598833,89.82439087814473,1174.3856691264,0.0,0.0
1860.0,0.021527777777777778,1.4575344608222864,89.82344922916658,1174.3856691264,0.0,0.0
1870.0,0.021643518518518517,1.4583142328523127,89.82250762536873,1174.3856691264,0.0,0.0
1880.0,0.02175925925925926,1.4590844966323886,89.82156606630205,1174.3856691264,0.0,0.0
1890.0,0.021875,1.4598453474951414,89.82062455152095,1174.3856691264,0.0,0.0
1900.0,0.02199074074074074,1.460596879928401,89.81968308058369,1174.3856691264,0.0,0.0
1910.0,0.02210648148148148,1.4613391875801363,89.81874165305199,1174.3856691264,0.0,0.0
1920.0,0.022222222222222223,1.462072363263586,89.81780026849167,1174.3856691264,0.0,0.0
1930.0,0.022337962962962962,1.462796498962043,89.81685892647118,1174.3856691264,0.0,0.0
1940.0,0.022453703703703705,1.463511685834246,89.81591762656325,1174.3856691264,0.0,0.0
1950.0,0.022569444444444444,1.4642180142194396,89.81497636834445,1174.3856691264,0.0,0.0
1960.0,0.022685185185185187,1.464915573642293,89.8140351513942,1174.3856691264,0.0,0.0
1970.0,0.022800925925925926,1.4656044528183099,89.81309397529596,1174.3856691264,0.0,0.0
1980.0,0.022916666666666665,1.4662847396588825,89.81215283963652,1174.3856691264,0.0,0.0
1990.0,0.023032407407407408,1.4669565212764801,89.81121174400603,1174.3856691264,0.0,0.0
2000.0,0.023148148148148147,1.4676198839900148,89.81027068799852,1174.3856691264,0.0,0.0
2010.0,0.02326388888888889,1.4682749133299264,89.80932967121129,1174.3856691264,0.0,0.0
2020.0,0.02337962962962963,1.4689216940434606,89.8083886932449,1174.3856691264,0.0,0.0
2030.0,0.02349537037037037,1.4695603101000339,89.80744775370364,1174.3856691264,0.0,0.0
